gisco_id,name,registered,turnout,invalid,blank,PSD-PC,PDL,PNL,UDMR/RMDSZ,PRM,PDL,PNȚCD,Pavel,FC
RO_019007,Suseni,2695,898,31,0,471,2,153,147,7,2,62,14,9
RO_019114,Stefan Cel Mare,1830,562,18,0,149,2,137,155,5,4,73,13,6
RO_019141,Suici,2253,871,38,0,135,1,100,483,1,2,75,27,9
RO_019212,Teiu,1314,569,23,0,78,3,91,142,2,0,188,36,6
RO_019249,Tigveni,2719,872,55,0,220,3,114,388,5,5,61,16,5
RO_019338,Titesti,3546,919,28,0,108,1,92,564,4,1,85,25,11
RO_019392,Uda,1971,773,23,0,16,0,305,319,5,2,72,23,8
RO_019560,Ungheni,2760,1130,30,0,57,1,777,137,15,1,88,17,7
RO_019631,Valea Danului,2523,1158,46,0,108,3,439,431,3,3,85,30,10
RO_019695,Valea Iasului,2308,614,18,0,98,0,106,266,7,2,89,15,13
RO_019793,Vedea,3336,1189,27,0,202,0,378,346,5,3,161,60,7
RO_019999,Vladesti,2516,824,27,0,54,0,475,188,4,1,54,16,5
RO_020048,Răca,1008,913,0,0,92,0,162,606,5,1,32,8,7
RO_020055,Vultureşti,2226,782,23,0,49,0,120,429,3,1,125,25,7
RO_020063,Burghea de Sus,2360,751,20,0,221,2,190,218,6,4,66,21,3
RO_020297,Bacău,163417,30974,1525,0,7510,149,7609,6866,567,177,4057,1981,533
RO_020313,Hemeius,3437,754,48,0,214,2,256,130,2,4,63,23,12
RO_020359,Letea Veche,4689,1326,87,0,463,3,374,185,22,10,84,81,17
RO_020411,Magura,3474,617,31,0,87,1,291,123,1,1,39,31,12
RO_020466,Margineni,6870,1725,124,0,158,4,457,694,14,6,122,113,33
RO_020563,Oneşti,46620,7165,268,0,906,38,1795,2442,135,44,943,499,95
RO_020607,Gura Vaii,4243,1361,60,0,475,5,543,185,15,2,49,20,7
RO_020670,Stefan Cel Mare,3876,1314,106,0,106,4,201,759,18,1,75,34,10
RO_020778,Buhuşi,17437,3171,192,0,322,5,633,1273,14,22,442,219,49
RO_020821,Comăneşti,19856,4905,298,0,1989,11,644,1101,35,25,524,228,50
RO_020876,Moineşti,20372,3985,284,0,625,10,827,1136,81,30,650,274,68
RO_020910,Slănic Moldova,4127,1110,48,0,92,3,213,592,16,0,68,66,12
RO_020965,Târgu Ocna,11061,2613,117,0,217,5,927,798,39,14,313,138,45
RO_021007,Agas,4811,1519,59,0,111,26,802,304,9,4,130,51,23
RO_021098,Ardeoani,2017,895,19,0,52,0,603,145,3,3,38,18,14
RO_021123,Asau,5804,1149,65,0,100,3,272,459,3,6,168,58,15
RO_021196,Balcani,6357,1221,59,0,90,4,151,755,11,5,83,44,19
RO_021249,Beresti-Bistrita,1597,605,28,0,265,1,92,153,6,8,25,21,6
RO_021338,Beresti-Tazlau,4305,909,49,0,92,1,195,445,5,4,76,28,14
RO_021418,Berzunti,4205,910,36,0,72,2,246,461,3,4,40,20,26
RO_021454,Barsanesti,3997,1289,45,0,205,3,205,627,6,6,129,36,27
RO_021506,Blagesti,5575,1308,103,0,482,6,366,207,19,8,79,28,10
RO_021560,Bogdanesti,2258,506,31,0,31,0,138,224,6,3,44,23,6
RO_021597,Brusturoasa,2769,923,29,0,22,1,533,242,5,4,52,23,12
RO_021668,Buhoci,3938,1190,78,0,119,1,388,454,20,10,51,45,24
RO_021720,Casin,3019,616,53,0,72,1,107,244,8,6,75,45,5
RO_021757,Caiuti,4181,900,59,0,106,2,141,424,26,5,81,35,21
RO_021855,Cleja,5326,1428,137,0,98,49,437,496,17,13,71,76,34
RO_021891,Colonesti,1578,723,26,0,55,1,182,410,3,2,23,9,12
RO_021971,Corbasca,3921,852,67,0,79,0,304,316,3,4,37,21,21
RO_022059,Cotofanesti,2371,959,42,0,40,0,117,675,3,1,54,20,7
RO_022111,Damienesti,1559,548,23,0,85,0,133,214,2,3,41,25,22
RO_022166,Dărmăneşti,11261,2509,188,0,360,4,544,908,14,13,214,148,116
RO_022237,Dealu Morii,2411,1105,65,0,122,1,281,524,29,4,33,25,21
RO_022380,Dofteana,8474,2162,104,0,159,6,1095,502,20,12,156,84,24
RO_022460,Faraoani,4292,896,60,0,108,5,237,383,6,3,37,45,12
RO_022488,Filipeni,1884,810,41,0,249,5,268,177,3,2,40,9,16
RO_022576,Filipesti,3616,969,55,0,165,0,325,277,5,6,90,31,15
RO_022665,Gaiceana,2360,913,42,0,134,34,205,417,4,3,28,31,15
RO_022718,Ghimes-Faget,3729,1104,44,0,49,409,423,92,6,3,32,36,10
RO_022781,Garleni,5126,832,64,0,219,8,245,130,9,6,74,64,13
RO_022834,Glavanesti,3037,958,35,0,523,3,183,148,6,1,31,22,6
RO_022898,Helegiu,5705,1265,83,0,588,4,158,292,15,3,80,26,16
RO_022941,Horgesti,3566,1566,75,0,171,4,911,277,11,7,56,37,17
RO_023047,Huruiesti,2139,545,49,0,56,0,98,276,7,3,28,11,17
RO_023127,Izvoru Berheciului,1308,578,17,0,239,2,149,105,3,5,29,15,14
RO_023207,Lipova,2161,1220,83,0,780,4,158,112,2,14,41,13,13
RO_023289,Livezi,4259,1233,51,0,439,2,329,303,6,7,56,25,15
RO_023350,Luizi-Calugara,4144,1133,93,0,249,9,545,168,8,7,31,19,4
RO_023387,Magiresti,3447,1074,62,0,512,1,203,163,10,5,73,34,11
RO_023449,Manastirea Casin,4540,601,49,0,70,0,90,272,7,3,68,29,13
RO_023494,Motoseni,3003,1299,67,0,140,2,375,587,23,2,42,32,29
RO_023644,Negri,2417,859,48,0,177,4,301,235,31,7,26,10,20
RO_023715,Nicolae Balcescu,7323,1866,90,0,374,34,721,366,12,6,194,53,16
RO_023797,Oituz,7769,1296,76,0,180,5,281,453,16,16,141,88,40
RO_023868,Oncesti,1349,804,36,0,487,2,131,93,11,2,24,11,7
RO_023948,Orbeni,3111,685,47,0,53,4,150,346,3,0,50,23,9
RO_023975,Palanca,2913,552,24,0,41,7,102,326,3,1,29,15,4
RO_024034,Parava,2525,723,43,0,65,1,357,130,16,5,53,29,24
RO_024089,Parincea,2971,1288,71,0,407,5,525,145,7,11,62,31,24
RO_024187,Pancesti,3358,612,39,0,59,3,166,264,7,3,26,33,12
RO_024276,Pargaresti,3837,853,55,0,50,1,195,416,6,5,55,57,13
RO_024338,Parjol,5323,1225,65,0,263,42,250,458,5,5,61,59,17
RO_024427,Plopana,2591,1356,73,0,61,2,861,239,16,7,52,26,19
RO_024524,Podu Turcului,4210,1381,82,0,279,2,322,425,86,8,117,43,17
RO_024631,Poduri,6200,1365,87,0,138,5,550,326,7,6,161,69,16
RO_024711,Racova,2806,632,32,0,31,1,216,233,3,4,71,34,7
RO_024766,Racaciuni,5992,1709,113,0,393,13,415,594,16,8,78,49,30
RO_024837,Rachitoasa,3823,1253,94,0,278,2,276,498,5,10,39,27,24
RO_024999,Rosiori,1653,887,28,0,514,3,206,84,10,5,18,13,6
RO_025068,Sascut,8360,2414,75,0,299,5,428,1295,13,16,142,98,43
RO_025148,Sanduleni,3449,777,53,0,58,1,160,390,5,4,64,31,11
RO_025228,Saucesti,3653,1073,57,0,329,4,338,188,18,7,60,51,21
RO_025291,Scorteni,2528,693,36,0,159,3,221,156,8,2,68,29,11
RO_025362,Secuieni,1620,857,41,0,94,3,229,419,16,1,29,13,12
RO_025488,Solont,3053,767,38,0,79,1,205,334,5,5,72,16,12
RO_025521,Stanisesti,3470,1276,76,0,571,2,332,198,11,4,42,21,19
RO_025629,Strugari,2027,474,34,0,19,0,74,299,4,3,24,11,6
RO_025692,Tamasi,2196,999,77,0,90,5,438,325,1,5,31,18,9
RO_025745,Tatarasti,2017,856,52,0,205,0,182,297,5,1,54,34,26
RO_025825,Targu Trotus,4392,818,33,0,60,1,132,452,17,4,73,36,10
RO_025861,Traian,2365,684,48,0,124,3,270,125,2,6,58,34,14
RO_025932,Ungureni,2766,1176,94,0,100,1,277,596,4,4,43,40,17
RO_026029,Urechesti,3134,1104,73,0,77,0,578,285,5,3,52,21,10
RO_026083,Valea Seaca,2874,1148,64,0,141,4,253,598,14,3,25,22,24
RO_026118,Vultureni,1683,805,71,0,61,0,439,164,6,5,40,10,9
RO_026289,Zemes,3783,927,50,0,49,2,342,307,7,4,110,49,7
RO_026320,Sărata,1581,678,61,0,121,0,290,135,4,5,31,22,9
RO_026338,Buciumi,2323,1061,50,0,29,1,100,819,2,6,25,15,14
RO_026346,Gioseni,2858,1038,40,0,390,8,428,122,0,3,26,13,8
RO_026353,Odobeşti,1795,1049,45,0,85,0,518,335,4,2,34,12,14
RO_026361,Prăjeşti,1946,717,51,0,307,0,230,83,4,1,18,17,6
RO_026379,Iteşti,1114,711,30,0,420,1,108,98,7,2,24,15,6
RO_026564,Oradea,189554,37864,688,0,4660,13207,6624,5731,666,148,4309,1422,409
RO_026582,Sanmartin,7227,4030,109,0,412,157,2002,712,48,8,368,171,43
RO_026653,Santandrei,3484,1354,25,0,292,38,775,120,18,4,52,20,10
RO_026699,Aleşd,8963,2602,88,0,789,673,506,267,30,5,163,63,18
RO_026742,Astileu,3051,1292,21,0,474,10,149,506,32,1,78,19,2
RO_026804,Beiuş,9635,3270,70,0,1029,270,547,904,31,3,298,99,19
RO_026840,Ştei,6822,1708,45,0,257,35,539,518,40,7,192,67,8
RO_026877,Marghita,15401,4406,79,0,333,2279,652,664,42,18,227,90,22
RO_026920,Nucet,1662,900,17,0,194,13,342,234,8,0,65,20,7
RO_026975,Salonta,16715,5973,118,0,361,3625,415,1000,26,6,270,112,40
RO_027007,Vaşcău,2299,1123,25,0,182,3,456,281,23,2,109,32,10
RO_027070,Abram,2537,927,26,0,260,33,189,266,12,9,96,30,6
RO_027169,Abramut,2343,780,38,0,48,518,40,82,6,7,19,9,13
RO_027212,Auseu,2382,668,15,0,352,4,121,96,10,1,54,12,3
RO_027285,Avram Iancu,2577,1183,35,0,604,86,219,138,6,3,68,18,6
RO_027329,Balc,2609,921,43,0,71,272,322,111,11,8,50,23,10
RO_027383,Batar,4047,935,52,0,220,150,193,189,6,1,79,32,13
RO_027436,Biharia,3445,996,29,0,29,832,33,36,4,1,10,11,11
RO_027506,Boianu Mare,1097,414,10,0,191,13,72,87,5,2,26,7,1
RO_027560,Borod,3170,1725,41,0,106,14,1217,192,20,2,102,20,11
RO_027631,Bors,3181,1399,18,0,18,1248,38,43,4,1,14,12,3
RO_027686,Bratca,4225,1590,46,0,377,10,582,334,13,3,168,50,7
RO_027757,Brusturi,6257,3229,96,0,686,7,1460,738,11,2,170,48,11
RO_027846,Budureasa,2031,907,30,0,380,4,223,161,15,1,67,21,5
RO_027908,Buduslau,1513,849,24,0,75,699,9,26,2,1,5,4,4
RO_027935,Bulz,1861,946,18,0,410,11,174,217,18,0,64,29,5
RO_027971,Buntesti,3808,2193,37,0,357,6,1422,158,12,2,139,48,12
RO_028077,Cabesti,1604,468,14,0,90,9,129,149,8,2,46,17,4
RO_028139,Căpâlna,1445,1131,24,0,154,113,325,422,42,2,27,12,10
RO_028193,Carpinet,1728,880,9,0,110,0,414,195,10,2,101,29,10
RO_028246,Cefa,1846,1066,23,0,42,23,219,666,8,1,62,19,3
RO_028335,Ceica,3007,1337,24,0,216,7,606,332,29,2,96,16,9
RO_028415,Cetariu,1827,902,9,0,14,758,29,45,5,1,11,13,17
RO_028497,Cherechiu,1901,875,46,0,4,744,29,33,4,0,5,4,6
RO_028530,Chislaz,2625,1277,19,0,220,564,210,173,18,5,42,21,5
RO_028610,Ciuhoi,1765,955,19,0,45,675,83,62,6,1,39,18,7
RO_028665,Ciumeghiu,3431,1385,27,0,57,324,725,169,5,2,45,23,8
RO_028709,Campani,2159,1004,18,0,499,4,144,183,16,2,116,20,2
RO_028763,Cociuba Mare,2417,1277,26,0,315,6,618,209,12,4,66,12,9
RO_028816,Copacel,1786,686,22,0,110,8,303,132,8,3,72,21,7
RO_028889,Cristioru De Jos,1248,562,11,0,122,4,156,125,11,1,97,30,5
RO_028941,Curatele,2156,967,14,0,133,5,530,159,8,0,79,32,7
RO_029001,Curtuiseni,2973,1169,49,0,176,601,69,201,6,3,30,23,11
RO_029038,Derna,2306,1142,32,0,730,22,217,75,19,0,31,10,6
RO_029092,Diosig,5317,1667,129,0,41,911,175,315,10,2,45,19,20
RO_029154,Dobresti,4029,1433,35,0,111,13,478,443,4,8,287,45,9
RO_029243,Draganesti,2379,1134,20,0,92,96,122,631,28,1,111,28,5
RO_029341,Dragesti,1820,965,31,0,126,0,583,144,8,3,51,14,5
RO_029403,Finis,2818,1292,22,0,180,532,362,110,14,5,46,16,5
RO_029467,Girişu de Criş,2836,876,40,0,250,222,75,180,8,2,56,34,9
RO_029519,Hidiselu De Sus,2484,1229,21,0,499,7,368,231,15,2,49,28,9
RO_029573,Holod,2419,1360,47,0,131,3,632,172,16,2,293,56,8
RO_029662,Husasau De Tinca,1713,964,32,0,181,9,526,139,3,2,47,19,6
RO_029724,Ineu,3002,1012,33,0,198,94,183,413,5,9,49,18,10
RO_029760,Lazuri De Beius,1443,509,3,0,193,2,105,102,12,0,67,20,5
RO_029813,Lazareni,2204,998,39,0,490,7,117,189,21,4,85,27,19
RO_029902,Lugasu De Jos,2620,1086,43,0,195,340,176,244,5,1,54,11,17
RO_029948,Lunca,2542,1521,36,0,95,4,935,285,10,3,102,42,9
RO_030014,Madaras,2303,862,22,0,128,9,389,222,7,1,52,25,7
RO_030069,Magesti,2193,1183,36,0,171,114,584,117,17,0,113,28,3
RO_030149,Nojorid,3769,1577,40,0,678,52,340,185,15,11,192,51,13
RO_030229,Olcea,2181,1114,38,0,110,6,706,183,8,3,48,3,9
RO_030274,Osorhei,4793,1974,54,0,1128,321,158,171,19,11,66,34,12
RO_030336,Pietroasa,2702,719,19,0,169,5,202,168,14,3,105,26,8
RO_030416,Pocola,1300,870,22,0,103,2,205,436,11,1,67,19,4
RO_030470,Pomezeu,2494,2012,40,0,1374,11,171,250,18,4,121,19,4
RO_030568,Popesti,6599,2966,87,0,524,103,1034,1021,39,4,117,26,11
RO_030648,Rabagani,1743,811,25,0,471,6,66,145,7,2,62,22,5
RO_030719,Remetea,2438,969,18,0,191,179,157,313,14,3,70,18,6
RO_030773,Rieni,2519,1430,14,0,118,3,956,217,8,1,80,29,4
RO_030844,Rosia,1996,820,19,0,523,2,53,137,6,3,65,7,5
RO_030871,Sacadat,1474,701,27,0,34,5,430,94,10,5,70,16,10
RO_030915,Săcueni,9621,3694,173,0,63,2771,238,354,3,6,35,18,33
RO_030988,Salacea,2526,1062,18,0,14,952,7,53,2,2,1,7,6
RO_031011,Salard,3412,1159,25,0,56,922,25,82,7,1,27,7,7
RO_031057,Sambata,1207,804,25,0,98,5,209,375,8,1,66,12,5
RO_031128,Sarbi,2151,958,22,0,531,19,120,174,17,2,45,18,10
RO_031208,Spinus,965,670,19,0,83,16,226,274,6,7,23,7,9
RO_031262,Suplacu De Barcau,3625,1137,84,0,228,397,102,213,9,6,72,17,9
RO_031333,Simian,3196,1009,53,0,21,703,77,88,5,0,21,28,13
RO_031379,Sinteu,995,185,6,0,38,4,82,32,2,0,6,12,3
RO_031422,Soimi,2168,840,20,0,131,12,244,299,12,3,79,28,12
RO_031510,Suncuius,2633,1175,27,0,464,19,363,180,10,4,81,23,4
RO_031565,Tarcea,2140,767,27,0,42,599,29,49,2,1,11,4,3
RO_031609,Tarcaia,1665,1223,9,0,104,458,544,70,1,2,31,1,3
RO_031654,Tauteu,3374,1448,53,0,80,568,233,376,13,9,86,18,12
RO_031716,Tileagd,5556,1446,51,0,374,466,154,169,18,6,155,39,14
RO_031789,Tinca,6017,2628,73,0,885,379,468,626,20,2,111,46,18
RO_031841,Tulca,2201,956,18,0,558,6,158,138,12,0,43,18,5
RO_031878,Tetchea,2456,921,26,0,152,88,124,458,11,0,45,13,4
RO_031921,Uileacu De Beius,1902,1053,14,0,147,202,392,140,5,2,134,16,1
RO_031976,Vadu Crisului,3294,1073,17,0,380,153,279,114,27,1,71,23,8
RO_032027,Valea Lui Mihai,9154,2910,56,0,29,2415,176,122,12,6,40,25,29
RO_032045,Viisoara,1065,710,17,0,46,520,20,69,4,4,19,6,5
RO_032090,Varciorog,1744,982,31,0,733,7,108,48,15,0,32,7,1
RO_032153,Tămăşeu,1723,849,32,0,13,665,57,42,4,0,14,16,6
RO_032161,Paleu,1564,698,11,0,10,612,15,27,4,1,6,9,3
RO_032179,Sănnicolau Romăn,1677,829,38,0,89,13,121,478,8,1,55,18,8
RO_032187,Roşiori,2454,1167,36,0,83,805,82,120,3,1,13,16,8
RO_032195,Gepiu,1333,628,11,0,107,27,247,169,2,6,30,25,4
RO_032201,Toboliu,1685,525,14,0,241,3,124,91,5,3,27,16,1
RO_032394,Bistriţa,73441,14102,400,0,1555,1120,4009,4141,261,63,1276,1115,162
RO_032483,Beclean,9583,3520,99,0,171,440,675,1750,20,13,204,132,16
RO_032544,Năsăud,9377,2857,115,0,248,24,1292,751,34,13,226,136,18
RO_032599,Sângeorz-Băi,8235,1370,36,0,182,36,447,441,31,10,109,64,14
RO_032633,Bistrita Bargaului,3500,1481,50,0,68,11,1006,211,8,7,81,30,9
RO_032660,Branistea,2791,1866,17,0,235,1008,121,410,25,4,28,13,5
RO_032704,Budacu De Jos,2401,1398,57,0,72,11,919,229,9,4,64,26,7
RO_032768,Budesti,1607,697,30,0,47,7,136,394,13,4,33,26,7
RO_032811,Caianu Mic,3250,1061,39,0,131,7,227,494,24,6,89,26,18
RO_032884,Cetate,2020,561,18,0,31,5,304,111,4,3,49,33,3
RO_032955,Ciceu-Giurgeşti,1409,663,24,0,145,2,171,250,17,3,36,13,2
RO_033015,Chiochis,2663,1947,39,0,78,285,1219,205,21,14,58,22,6
RO_033122,Chiuza,1777,748,20,0,82,6,218,328,10,3,53,22,6
RO_033177,Coşbuc,1619,676,18,0,29,1,70,466,5,7,54,18,8
RO_033202,Dumitra,3570,1960,55,0,43,4,1061,641,18,1,94,33,10
RO_033248,Feldru,5985,1745,49,0,104,2,595,865,11,6,59,38,16
RO_033275,Galatii Bistritei,1965,1012,33,0,43,120,115,630,8,1,32,29,1
RO_033337,Ilva Mare,2038,833,22,0,40,0,415,289,2,1,41,20,3
RO_033364,Ilva Mica,2790,1014,39,0,34,3,586,251,12,2,52,23,12
RO_033382,Josenii Bargaului,4021,1257,59,0,107,5,355,528,19,6,100,63,15
RO_033435,Lechinta,4881,2469,76,0,108,156,374,1576,13,2,108,39,17
RO_033514,Lesu,2293,610,15,0,29,1,116,409,2,0,23,11,4
RO_033541,Livezile,3613,1009,66,0,322,5,271,248,9,4,44,33,7
RO_033603,Lunca Ilvei,2617,1204,37,0,51,1,939,99,7,1,39,23,7
RO_033621,Maieru,5883,1491,63,0,98,3,944,251,3,6,64,50,9
RO_033658,Matei,2328,1386,51,0,85,359,485,316,17,11,35,19,8
RO_033729,Magura Ilvei,1731,722,19,0,80,1,470,105,1,4,27,11,4
RO_033765,Mariselu,2056,1031,39,0,91,124,364,248,15,12,90,37,11
RO_033845,Micestii De Campie,1024,507,16,0,78,47,188,138,7,4,12,14,3
RO_033881,Milas,1186,625,24,0,25,14,130,357,2,3,30,33,7
RO_033952,Monor,1252,625,32,0,58,3,128,343,5,3,33,12,8
RO_033989,Nimigea,4236,1802,51,0,63,142,614,759,11,7,73,65,17
RO_034075,Nuseni,2484,1907,43,0,63,307,1124,269,7,6,51,30,7
RO_034155,Parva,1750,778,18,0,30,2,208,412,26,8,53,13,8
RO_034173,Petru Rareş,2899,1170,41,0,26,191,209,582,31,7,50,26,7
RO_034235,Prundu Bargaului,5323,950,35,0,145,6,264,256,21,6,147,64,6
RO_034262,Rebra,2022,453,6,0,32,6,108,236,18,1,20,17,9
RO_034280,Rebrisoara,3724,901,21,0,77,3,330,338,11,4,92,23,2
RO_034333,Rodna,4964,1508,51,0,75,91,655,397,8,11,134,72,14
RO_034360,Romuli,1354,335,9,0,152,3,49,73,10,5,20,11,3
RO_034397,Salva,2407,1116,13,0,67,1,403,496,40,0,71,19,6
RO_034422,Silivaşu de Câmpie,873,435,11,0,72,2,123,193,12,5,7,7,3
RO_034477,Sânmihaiu de Câmpie,1286,865,19,0,40,5,422,313,2,4,30,23,7
RO_034547,Spermezeu,3164,1207,18,0,560,0,237,270,22,4,61,28,7
RO_034618,Sant,2527,1024,19,0,76,1,176,662,11,0,43,32,4
RO_034645,Sieu,2486,858,16,0,95,59,305,260,38,7,41,34,3
RO_034690,Sieu-Magherus,3152,1281,33,0,51,4,534,523,17,10,57,40,12
RO_034770,Sieu-Odorhei,2077,1027,30,0,63,104,133,555,13,1,70,44,14
RO_034850,Sieut,2145,834,23,0,170,7,329,205,29,22,27,16,6
RO_034903,Sintereag,3113,1880,54,0,92,93,1276,224,18,8,54,51,10
RO_034985,Teaca,4733,1998,67,0,45,106,471,1154,24,7,59,42,23
RO_035054,Telciu,4983,1565,33,0,219,5,805,354,12,9,79,36,13
RO_035090,Tiha Bargaului,4925,996,50,0,399,4,279,122,15,1,77,42,7
RO_035152,Tarlisua,2992,817,27,0,82,9,344,235,30,3,53,31,3
RO_035269,Uriu,2872,1381,30,0,73,175,467,510,10,4,68,36,8
RO_035312,Urmenis,1663,605,17,0,251,14,162,101,9,5,23,19,4
RO_035429,Zagra,2775,1375,28,0,54,9,919,291,6,1,44,16,7
RO_035731,Botoşani,103049,20868,1105,0,2610,116,5793,5524,317,119,3544,1420,320
RO_035759,Curtesti,3730,1244,71,0,124,6,367,473,34,3,112,45,9
RO_035839,Rachiti,3619,1076,66,0,103,2,289,469,3,4,84,45,11
RO_035884,Stauceni,2658,965,42,0,105,5,404,319,5,3,63,15,4
RO_035946,Dărăbani,9462,3192,195,0,633,3,1324,729,41,6,133,101,27
RO_036006,Dorohoi,26326,6729,317,0,920,8,1709,2378,83,21,970,262,61
RO_036060,Săveni,6643,2451,95,0,972,3,634,476,16,5,180,54,16
RO_036131,Albesti,4778,1485,89,0,139,3,605,504,22,1,81,21,20
RO_036202,Avrameni,2962,1163,53,0,396,1,275,339,6,4,60,20,9
RO_036300,Baluseni,4140,1539,94,0,179,7,372,733,9,4,91,31,19
RO_036373,Braesti,1745,802,38,0,60,1,395,214,4,2,49,31,8
RO_036426,Broscauti,2805,742,30,0,157,2,229,210,5,2,76,25,6
RO_036453,Bucecea,4259,1263,71,0,120,4,262,631,8,4,103,49,11
RO_036499,Calarasi,2890,1172,56,0,571,6,263,201,4,2,55,6,8
RO_036532,Concesti,1602,548,32,0,48,2,125,279,3,0,37,15,7
RO_036569,Copălău,3284,1023,61,0,170,4,359,329,21,1,38,27,13
RO_036649,Cordareni,1594,954,31,0,497,3,155,199,4,2,37,17,9
RO_036676,Corlateni,1898,866,74,0,70,4,297,337,1,3,55,16,9
RO_036756,Corni,5059,1011,80,0,122,3,281,392,15,2,73,31,12
RO_036809,Cotusca,4140,1634,81,0,468,4,364,541,13,2,109,37,15
RO_036907,Cristesti,3615,1354,86,0,333,6,583,224,9,9,72,21,11
RO_036952,Cristinesti,2815,1454,59,0,111,3,756,417,1,2,64,34,7
RO_037011,Dersca,2589,1017,34,0,127,2,448,306,11,1,65,18,5
RO_037057,Dangeni,2352,1241,50,0,31,1,583,474,9,2,71,14,6
RO_037100,Dobarceni,2177,1172,40,0,174,2,669,180,7,5,55,25,15
RO_037173,Draguseni,2094,786,46,0,71,2,311,277,14,1,41,18,5
RO_037217,Durnesti,3105,1123,62,0,291,5,280,355,5,1,77,35,12
RO_037280,Flămânzi,9251,2831,153,0,570,4,1106,600,101,7,192,64,34
RO_037324,Frumusica,4663,1229,73,0,120,4,306,507,28,6,110,55,20
RO_037397,George Enescu,2697,1523,86,0,136,1,852,324,4,1,70,39,10
RO_037459,Gorbanesti,2719,977,50,0,86,2,245,485,0,2,70,25,12
RO_037547,Havarna,4034,1190,73,0,122,1,454,395,11,4,76,35,19
RO_037618,Hanesti,1782,764,46,0,35,0,399,227,1,1,35,12,8
RO_037672,Hiliseu-Horia,2735,824,54,0,164,2,247,267,7,2,45,27,9
RO_037734,Hlipiceni,2913,953,51,0,154,3,294,357,3,3,58,22,8
RO_037770,Hudesti,4860,2188,122,0,430,3,528,989,15,6,46,29,20
RO_037823,Ibanesti,3245,1187,70,0,125,1,556,319,5,0,78,30,3
RO_037850,Leorda,2060,761,36,0,207,3,135,292,6,5,46,23,8
RO_037912,Lunca,3903,1352,60,0,251,4,420,499,8,3,61,17,29
RO_037958,Manoleasa,2703,1312,65,0,629,8,307,203,5,4,61,22,8
RO_038063,Mihai Eminescu,5456,1676,82,0,764,1,297,321,12,7,132,49,11
RO_038161,Mihăileni,2081,588,29,0,150,1,144,164,10,7,61,16,6
RO_038241,Mihalaseni,1797,997,22,0,40,1,693,186,3,3,34,14,1
RO_038321,Mileanca,2236,1049,50,0,139,4,494,313,2,0,29,9,9
RO_038376,Mitoc,1477,492,37,0,39,1,182,207,1,0,18,5,2
RO_038456,Nicseni,2203,633,35,0,60,1,202,246,1,1,48,25,14
RO_038492,Paltinis,2560,1314,103,0,691,8,165,237,8,3,55,34,10
RO_038544,Pomarla,2164,1658,41,0,45,1,1332,168,1,0,49,16,5
RO_038580,Prajeni,2530,763,41,0,186,1,244,157,15,4,79,27,9
RO_038633,Radauti-Prut,3035,1403,104,0,154,2,701,303,17,1,71,42,8
RO_038679,Rauseni,2222,657,29,0,59,1,136,374,2,3,30,17,6
RO_038731,Ripiceni,1710,489,22,0,48,2,125,164,1,5,99,19,4
RO_038811,Roma,2540,972,53,0,154,1,370,250,4,2,105,23,10
RO_038848,Romanesti,1706,724,42,0,252,2,147,225,4,2,31,13,6
RO_038893,Santa Mare,2223,668,37,0,225,4,167,154,6,2,43,28,2
RO_038982,Suharau,4073,1126,58,0,138,3,260,445,26,9,143,29,15
RO_039051,Sulita,2594,1009,43,0,205,2,388,250,5,2,74,36,4
RO_039122,Sendriceni,3225,726,43,0,281,4,94,183,6,1,74,34,6
RO_039168,Ştefăneşti,4527,1612,111,0,134,0,575,602,18,1,90,70,11
RO_039220,Stiubieni,2189,999,32,0,378,2,255,266,6,3,40,14,3
RO_039266,Todireni,2826,889,45,0,214,1,243,304,5,3,50,17,7
RO_039328,Trusesti,4449,1564,65,0,156,6,595,550,4,4,111,49,24
RO_039391,Tudora,4019,1251,54,0,163,2,472,467,6,5,45,22,15
RO_039417,Ungureni,5331,1150,74,0,313,2,257,366,2,5,85,29,17
RO_039532,Unteni,2335,989,38,0,404,2,225,220,9,2,67,16,6
RO_039612,Vaculesti,1664,896,38,0,40,2,388,314,5,3,80,17,9
RO_039658,Viisoara,1795,658,36,0,128,1,158,244,12,1,55,17,6
RO_039694,Varfu Campului,2863,1411,58,0,627,3,282,315,13,2,73,33,5
RO_039738,Vladeni,3875,1149,48,0,52,1,245,658,17,5,75,29,19
RO_039792,Vlasinesti,2537,1054,43,0,96,2,429,410,3,4,32,26,9
RO_039836,Vorniceni,3297,676,46,0,119,2,179,247,5,1,56,12,9
RO_039872,Vorona,6324,1601,87,0,136,2,328,845,12,2,122,49,18
RO_039942,Lozna,1523,637,33,0,105,1,120,308,7,3,37,16,7
RO_039959,Dimăcheni,1151,590,29,0,39,0,55,423,3,2,17,20,2
RO_039967,Cândeşti,1693,674,19,0,46,1,213,317,5,5,54,9,5
RO_039975,Coşula,2289,651,56,0,47,2,170,294,7,1,47,16,11
RO_039983,Blândeşti,1788,774,38,0,136,2,223,192,4,3,143,26,7
RO_040035,Adăşeni,1095,541,22,0,126,1,156,205,3,0,13,8,7
RO_040198,Braşov,254948,48979,2027,0,7325,5437,15330,10290,878,321,4235,2541,595
RO_040214,Ghimbav,4651,892,50,0,153,53,221,229,16,12,91,58,9
RO_040241,Codlea,20906,3735,227,0,943,143,1106,589,51,36,338,254,48
